customer_id,age,gender,city,income_bracket,loyalty_member,registration_date
C0492,22.0,M,Bucuresti,Medium,1,2023-07-18
C0493,38.0,,Constanta,Medium,0,2023-04-10
C0494,18.0,M,Bucuresti,Low,1,2023-10-04
C0495,31.0,F,Bucuresti,Low,0,2024-07-05
C0496,19.0,F,Bucuresti,High,0,2024-02-14
C0497,25.0,M,Ploiesti,Medium,0,2022-04-06
C0498,32.0,F,Bucuresti,Low,1,2022-12-25
C0499,23.0,M,Bucuresti,Medium,0,2023-04-28
C0500,28.0,F,Cluj-Napoca,Medium,1,2022-12-09
C0501,42.0,F,Galati,High,0,2023-11-21
C0502,26.0,M,Bucuresti,Low,0,2024-03-13
C0503,40.0,M,Cluj-Napoca,Low,1,2023-12-19
C0504,20.0,M,Bucuresti,High,0,2024-08-07
C0505,37.0,M,Timisoara,Low,0,2022-11-01
C0506,46.0,F,Constanta,,1,2024-04-26
C0507,18.0,F,Constanta,High,0,2024-01-19
C0508,24.0,M,Bucuresti,Medium,1,2023-01-20
C0509,37.0,M,Bucuresti,Low,0,2023-12-21
C0510,29.0,,Bucuresti,Low,0,2022-06-02
C0511,35.0,F,Bucuresti,Low,0,2024-02-09
C0512,25.0,M,Bucuresti,Low,1,2023-06-23
C0513,32.0,F,Oradea,High,0,2022-11-19
C0514,30.0,F,Arad,Medium,1,2023-10-12
C0515,43.0,F,Arad,Medium,1,2023-09-29
C0516,34.0,M,Galati,High,0,2022-09-05
C0517,35.0,F,Constanta,Medium,0,2022-03-28
C0518,27.0,M,Craiova,Low,0,2023-03-26
C0519,27.0,M,Bucuresti,Medium,0,2023-07-26
C0520,27.0,F,Brasov,High,0,2024-04-27
C0521,35.0,F,Timisoara,High,1,2024-06-13
C0522,27.0,M,Timisoara,Low,1,2023-06-19
C0523,34.0,M,Sibiu,Medium,1,2024-01-08
C0524,52.0,M,Bucuresti,Medium,1,2023-03-31
C0525,40.0,M,Bucuresti,High,1,2024-01-01
C0526,28.0,M,Targu Mures,Low,0,2022-09-01
C0527,44.0,M,Bucuresti,Medium,1,2023-01-28
C0528,27.0,F,Timisoara,High,1,2023-09-22
C0529,18.0,F,Pitesti,Medium,0,2022-03-17
C0530,21.0,F,Constanta,Medium,1,2023-12-11
C0531,18.0,F,Iasi,Low,0,2024-03-21
C0532,,M,Bucuresti,Low,1,2023-02-23
C0533,32.0,F,Bucuresti,Medium,1,2023-04-08
C0534,48.0,F,Galati,High,1,2024-04-05
C0535,,F,Iasi,Low,0,2024-01-28
C0536,29.0,F,Iasi,Medium,1,2022-11-15
C0537,40.0,F,Bucuresti,Medium,0,2022-12-17
C0538,18.0,F,Bucuresti,Low,0,2023-11-01
C0539,,M,Arad,Medium,1,2023-07-20
C0540,39.0,F,Cluj-Napoca,Medium,0,2022-07-25
C0541,18.0,F,Constanta,High,1,2022-12-04
C0542,43.0,F,Bucuresti,Medium,0,2024-05-18
C0543,35.0,F,Craiova,Medium,0,2023-11-10
C0544,27.0,M,Targu Mures,Low,1,2024-08-04
C0545,38.0,M,Constanta,High,0,2024-01-20
C0546,54.0,F,Bucuresti,Low,0,2024-06-25
C0547,33.0,F,Constanta,Medium,1,2022-09-11
C0548,34.0,F,Oradea,Low,0,2024-01-24
C0549,27.0,M,Cluj-Napoca,High,1,2022-03-19
C0550,23.0,M,Galati,Medium,0,2023-10-25
C0551,40.0,F,Brasov,Medium,0,2023-04-27
C0552,23.0,F,Pitesti,Low,0,2023-01-07
C0553,32.0,F,Constanta,Medium,0,2024-04-15
C0554,27.0,F,Bucuresti,Medium,0,2024-04-07
C0555,36.0,F,Bucuresti,Medium,0,2022-03-21
C0556,35.0,M,Bucuresti,Low,0,2023-08-31
C0557,42.0,F,Pitesti,High,0,2023-01-26
C0558,26.0,M,Sibiu,High,0,2023-03-10
C0559,29.0,,Brasov,Low,0,2024-03-18
C0560,22.0,F,Bucuresti,High,0,2022-12-04
C0561,27.0,F,Bucuresti,Medium,1,2024-06-26
C0562,35.0,M,Sibiu,Medium,1,2022-08-09
C0563,39.0,F,Timisoara,Medium,1,2023-10-18
C0564,22.0,,Bucuresti,Medium,0,2023-10-26
C0565,40.0,M,Constanta,Medium,1,2022-10-13
C0566,45.0,M,Bucuresti,Medium,1,2022-12-18
C0567,36.0,M,Bucuresti,Medium,1,2024-03-21
C0568,50.0,F,Timisoara,Medium,0,2024-01-15
C0569,24.0,M,Bucuresti,Medium,1,2022-12-22
C0570,19.0,F,Baia Mare,Low,1,2023-06-24
C0571,18.0,F,Bucuresti,High,1,2022-04-25
C0572,46.0,M,Bucuresti,Medium,0,2022-09-04
C0573,38.0,F,Bucuresti,Low,0,2023-05-12
C0574,,M,Oradea,Low,0,2022-05-17
C0575,34.0,F,Cluj-Napoca,Medium,0,2024-03-28
C0576,20.0,M,Iasi,High,1,2023-12-07
C0577,56.0,M,Bucuresti,Medium,0,2024-06-27
C0578,33.0,M,Bucuresti,Medium,0,2023-11-15
C0579,33.0,M,Timisoara,Low,0,2024-06-24
C0580,39.0,M,Ploiesti,Medium,0,2023-07-13
C0581,36.0,F,Galati,High,0,2023-08-23
C0582,34.0,F,Bucuresti,Medium,1,2024-07-27
C0583,24.0,F,Iasi,Low,0,2023-09-29
C0584,36.0,F,Pitesti,Medium,0,2022-03-28
C0585,50.0,M,Cluj-Napoca,Low,0,2023-12-12
C0586,45.0,M,Ploiesti,Medium,0,2024-05-23
C0587,47.0,M,Bucuresti,Medium,0,2024-02-15
C0588,26.0,M,Targu Mures,Medium,1,2023-08-08
C0589,22.0,F,Sibiu,Low,1,2023-10-26
C0590,30.0,F,Targu Mures,High,1,2024-08-08
C0591,32.0,M,Brasov,Medium,1,2022-05-21
C0592,42.0,M,Bucuresti,Medium,0,2023-10-22
C0593,18.0,F,Targu Mures,Medium,1,2022-11-11
C0594,47.0,F,Bucuresti,Medium,1,2023-09-28
C0595,30.0,M,Bucuresti,,1,2023-08-29
C0596,27.0,F,Craiova,Medium,0,2022-07-17
C0597,21.0,F,Oradea,Medium,1,2022-09-03
C0598,18.0,M,Targu Mures,Low,1,2023-09-11
C0599,40.0,M,Bucuresti,High,1,2022-06-24
C0600,32.0,F,Oradea,Medium,0,2022-10-25
C0601,19.0,F,Sibiu,Low,1,2024-03-21
C0602,19.0,F,Bucuresti,Medium,1,2022-12-20
C0603,28.0,M,Cluj-Napoca,High,1,2023-05-14
C0604,48.0,M,Bucuresti,High,0,2024-06-25
C0605,29.0,F,Bucuresti,Medium,1,2022-09-21
C0606,18.0,F,Baia Mare,Low,0,2023-02-14
C0607,29.0,M,Brasov,Medium,0,2023-08-28
C0608,29.0,F,Craiova,Low,0,2024-01-09
C0609,18.0,F,Baia Mare,High,1,2024-05-20
C0610,31.0,F,Cluj-Napoca,Low,0,2024-06-01
C0611,29.0,F,Ploiesti,Low,0,2024-01-28
C0612,38.0,F,Cluj-Napoca,Medium,1,2022-09-22
C0613,50.0,M,Galati,Medium,1,2022-03-23
C0614,43.0,F,Bucuresti,Medium,0,2023-02-09
C0615,29.0,M,Arad,Medium,1,2022-07-06
C0616,20.0,F,Bucuresti,Low,1,2023-11-30
C0617,57.0,M,Bucuresti,Low,0,2023-10-17
C0618,32.0,F,Sibiu,Medium,0,2022-04-09
C0619,32.0,M,Cluj-Napoca,Low,0,2024-03-22
C0620,31.0,M,Constanta,Medium,0,2022-10-10
C0621,33.0,M,Timisoara,Medium,0,2023-03-25
C0622,30.0,M,Sibiu,Medium,1,2023-10-23
C0623,26.0,F,Bucuresti,High,1,2023-03-22
C0624,26.0,F,Bucuresti,High,0,2023-04-02
C0625,31.0,F,Bucuresti,High,0,2022-04-29
C0626,26.0,M,Timisoara,Low,0,2023-02-25
C0627,24.0,M,Bucuresti,Low,0,2024-01-18
C0628,33.0,M,Bucuresti,Medium,0,2024-06-01
C0629,29.0,M,Cluj-Napoca,High,1,2023-03-08
C0630,47.0,F,Bucuresti,High,1,2023-03-17
C0631,18.0,M,Constanta,High,0,2023-11-23
C0632,42.0,M,Galati,Low,1,2024-06-26
C0633,44.0,M,Bucuresti,High,0,2022-10-27
C0634,18.0,M,Constanta,Medium,1,2023-04-01
C0635,28.0,F,Brasov,Low,0,2024-02-15
C0636,28.0,F,Cluj-Napoca,Medium,0,2023-08-31
C0637,18.0,M,Craiova,Low,1,2022-06-08
C0638,24.0,M,Cluj-Napoca,Medium,0,2023-09-16
C0639,20.0,M,Timisoara,Medium,1,2022-08-16
C0640,49.0,M,Bucuresti,Medium,0,2023-06-03
C0641,41.0,M,Craiova,Medium,0,2023-06-20
C0642,44.0,F,Brasov,High,0,2024-04-27
C0643,39.0,F,Bucuresti,Medium,0,2023-04-21
C0644,20.0,F,Bucuresti,Medium,1,2022-11-07
C0645,26.0,M,Baia Mare,High,0,2022-09-24
C0646,36.0,M,Cluj-Napoca,High,1,2024-04-25
C0647,19.0,F,Timisoara,Low,1,2022-08-01
C0648,39.0,F,Pitesti,Medium,1,2023-03-19
C0649,29.0,F,Craiova,Low,0,2022-08-16
C0650,28.0,M,Constanta,Low,1,2024-01-25
C0651,39.0,F,Oradea,Medium,0,2023-05-01
C0652,36.0,M,Galati,High,0,2023-01-11
C0653,28.0,F,Timisoara,,0,2023-01-19
C0654,43.0,F,Timisoara,High,0,2024-04-05
C0655,21.0,F,Cluj-Napoca,High,0,2023-07-12
C0656,38.0,M,Arad,High,1,2023-12-07
C0657,37.0,F,Craiova,Low,0,2024-05-16
C0658,28.0,M,Bucuresti,High,0,2024-05-20
C0659,35.0,,Galati,Medium,1,2022-12-21
C0660,19.0,M,Timisoara,Medium,0,2024-07-05
C0661,41.0,F,Bucuresti,Low,0,2022-03-23
C0662,30.0,M,Iasi,Low,0,2023-02-03
C0663,26.0,M,Cluj-Napoca,Medium,1,2024-05-15
C0664,42.0,F,Galati,Medium,0,2022-11-03
C0665,24.0,M,Bucuresti,Low,0,2022-11-01
C0666,18.0,F,Ploiesti,Low,0,2022-11-28
C0667,18.0,M,Iasi,Medium,1,2023-09-03
C0668,38.0,M,Bucuresti,Low,1,2023-03-30
C0669,19.0,F,Arad,High,1,2023-12-15
C0670,49.0,M,Iasi,Low,0,2024-05-14
C0671,18.0,F,Bucuresti,Low,0,2023-10-28
C0672,48.0,F,Timisoara,Medium,0,2022-09-01
C0673,34.0,F,Galati,Medium,0,2024-06-17
C0674,31.0,F,Bucuresti,Medium,0,2022-10-25
C0675,26.0,M,Bucuresti,Medium,0,2022-07-13
C0676,35.0,M,Bucuresti,High,0,2022-05-20
C0677,31.0,F,Bucuresti,Medium,1,2023-07-21
C0678,43.0,F,Oradea,Low,0,2022-06-11
C0679,33.0,F,Timisoara,Medium,1,2022-07-03
C0680,33.0,F,Bucuresti,High,0,2022-11-26
C0681,28.0,F,Bucuresti,Medium,0,2022-11-09
C0682,31.0,F,Bucuresti,Low,0,2023-08-26
C0683,35.0,M,Targu Mures,Medium,0,2024-03-05
C0684,18.0,F,Bucuresti,Medium,0,2024-01-15
C0685,18.0,F,Baia Mare,Medium,0,2022-10-23
C0686,39.0,M,Timisoara,Low,1,2022-10-07
C0687,33.0,F,Bucuresti,Low,1,2024-07-17
C0688,30.0,F,Pitesti,Medium,0,2022-03-08
C0689,32.0,F,Timisoara,Low,1,2024-04-30
C0690,35.0,M,Craiova,Medium,1,2022-08-27
C0691,26.0,M,Baia Mare,Medium,1,2024-06-30
C0692,24.0,F,Bucuresti,Low,1,2023-01-03
C0693,33.0,F,Bucuresti,High,0,2023-04-01
C0694,22.0,M,Craiova,High,0,2023-11-27
C0695,36.0,M,Bucuresti,Medium,0,2023-08-11
C0696,18.0,F,Bucuresti,Low,0,2022-12-12
C0697,42.0,M,Bucuresti,Low,0,2023-07-12
C0698,36.0,F,Bucuresti,Medium,0,2023-12-18
C0699,34.0,F,Oradea,Low,1,2022-04-08
C0700,41.0,M,Bucuresti,High,1,2022-03-11
C0701,48.0,F,Timisoara,Low,1,2023-04-17
C0702,42.0,M,Constanta,Medium,1,2022-06-27
C0703,18.0,M,Cluj-Napoca,Medium,1,2023-10-19
C0704,19.0,F,Bucuresti,Medium,0,2022-09-09
C0705,25.0,M,Oradea,Low,0,2023-03-25
C0706,32.0,F,Bucuresti,Medium,0,2022-08-25
C0707,37.0,F,Oradea,Low,1,2023-07-07
C0708,24.0,M,Pitesti,High,0,2022-06-13
C0709,33.0,M,Cluj-Napoca,Low,1,2022-03-21
C0710,24.0,M,Iasi,High,0,2022-04-16
C0711,25.0,M,Timisoara,High,0,2024-07-06
C0712,18.0,M,Cluj-Napoca,Low,1,2022-07-07
C0713,22.0,M,Pitesti,Medium,0,2023-11-28
C0714,18.0,F,Pitesti,Low,0,2022-05-01
C0715,22.0,F,Bucuresti,High,0,2022-06-06
C0716,42.0,F,Constanta,Medium,0,2023-06-01
C0717,22.0,F,Targu Mures,Medium,1,2023-04-23
C0718,58.0,M,Arad,Medium,0,2024-07-04
C0719,36.0,M,Iasi,Low,0,2024-06-28
C0720,33.0,F,Timisoara,High,0,2024-01-31
C0721,23.0,F,Bucuresti,Low,1,2023-08-24
C0722,39.0,M,Arad,Medium,0,2023-04-14
C0723,26.0,F,Bucuresti,Medium,1,2023-01-15
C0724,33.0,F,Constanta,High,1,2024-06-30
C0725,57.0,F,Bucuresti,Low,0,2023-08-25
C0726,31.0,M,Bucuresti,Medium,1,2023-08-04
C0727,43.0,F,Cluj-Napoca,Medium,1,2022-09-25
C0728,24.0,F,Baia Mare,Medium,0,2022-04-12
C0729,31.0,F,Bucuresti,Low,0,2024-06-28
C0730,49.0,F,Constanta,Low,1,2022-12-08
C0731,25.0,F,Bucuresti,Low,1,2023-04-03
C0732,50.0,F,Bucuresti,Medium,0,2022-06-12
C0733,39.0,M,Cluj-Napoca,Low,0,2024-03-23
C0734,26.0,F,Iasi,Medium,1,2022-03-25
C0735,38.0,F,Bucuresti,Low,1,2024-03-20
C0736,41.0,F,Bucuresti,High,1,2022-07-05
C0737,38.0,M,Bucuresti,High,0,2024-05-06
C0738,18.0,M,Bucuresti,Medium,1,2023-12-17
C0739,24.0,F,Arad,Medium,0,2022-07-27
C0740,29.0,F,Targu Mures,Low,0,2023-07-23
C0741,31.0,F,Bucuresti,Low,1,2022-12-07
C0742,38.0,F,Constanta,Low,1,2022-08-08
C0743,33.0,F,Pitesti,Medium,0,2024-04-12
C0744,18.0,F,Bucuresti,Medium,0,2023-02-27
C0745,35.0,,Ploiesti,High,1,2023-02-22
C0746,38.0,F,Arad,Medium,0,2022-07-31
C0747,37.0,F,Bucuresti,Medium,1,2023-02-08
C0748,42.0,M,Bucuresti,Medium,1,2024-04-23
C0749,40.0,F,Arad,Medium,0,2023-01-21
C0750,36.0,F,Iasi,Low,1,2024-07-04
C0751,31.0,M,Bucuresti,Medium,1,2024-06-29
C0752,,M,Bucuresti,Medium,1,2022-07-09
C0753,36.0,M,Timisoara,Medium,1,2022-08-07
C0754,34.0,M,Craiova,High,1,2024-04-15
C0755,34.0,M,Sibiu,Medium,0,2023-02-17
C0756,19.0,,Baia Mare,Low,0,2022-03-04
C0757,21.0,F,Bucuresti,Medium,1,2022-11-02
C0758,42.0,F,Iasi,Medium,0,2023-08-20
C0759,,M,Iasi,Low,0,2024-02-18
C0760,38.0,M,Cluj-Napoca,Medium,1,2022-06-29
C0761,32.0,F,Bucuresti,High,1,2022-06-08
C0762,32.0,M,Baia Mare,High,0,2024-06-07
C0763,41.0,F,Galati,Low,1,2024-01-06
C0764,26.0,F,Timisoara,High,1,2023-08-13
C0765,32.0,F,Constanta,Medium,0,2024-01-22
C0766,27.0,,Bucuresti,Medium,1,2023-03-21
C0767,27.0,F,Iasi,Medium,0,2024-01-12
C0768,28.0,M,Craiova,High,0,2023-01-29
C0769,34.0,F,Iasi,Medium,0,2022-10-06
C0770,27.0,F,Baia Mare,Medium,0,2023-12-17
C0771,44.0,M,Constanta,Medium,0,2023-03-13
C0772,23.0,M,Bucuresti,Medium,1,2024-07-31
C0773,30.0,M,Oradea,Low,1,2023-01-09
C0774,27.0,F,Bucuresti,High,0,2024-06-07
C0775,46.0,M,Cluj-Napoca,Medium,1,2024-06-17
C0776,33.0,F,Bucuresti,Medium,0,2022-10-04
C0777,42.0,M,Cluj-Napoca,Low,0,2024-02-17
C0778,18.0,F,Oradea,Medium,1,2023-03-25
C0779,,F,Timisoara,Low,0,2024-06-03
C0780,40.0,F,Oradea,Low,0,2023-04-10
C0781,32.0,F,Constanta,Medium,1,2023-12-30
C0782,42.0,M,Bucuresti,Medium,0,2023-04-25
C0783,26.0,M,Ploiesti,Medium,1,2022-09-22
C0784,46.0,F,Bucuresti,Low,0,2022-08-27
C0785,,M,Bucuresti,Medium,0,2023-03-18
C0786,28.0,M,Timisoara,Low,0,2024-01-09
C0787,27.0,M,Bucuresti,High,0,2023-08-27
C0788,46.0,M,Bucuresti,Medium,0,2023-11-10
C0789,47.0,M,Brasov,Medium,0,2022-11-10
C0790,26.0,F,Iasi,Medium,1,2023-05-08
C0791,27.0,M,Timisoara,Low,1,2022-04-09
C0792,29.0,F,Arad,High,0,2024-03-05
C0793,18.0,M,Constanta,Low,0,2024-08-07
C0794,22.0,F,Galati,Medium,0,2023-03-02
C0795,21.0,M,Bucuresti,Medium,1,2022-03-10
C0796,24.0,F,Iasi,Low,1,2022-07-31
C0797,31.0,F,Galati,High,0,2023-10-09
C0798,34.0,M,Constanta,Medium,1,2023-09-02
C0799,47.0,F,Craiova,Low,0,2024-02-08
C0800,22.0,F,Bucuresti,Low,0,2022-10-15
C0801,41.0,F,Bucuresti,,0,2024-01-17
C0802,29.0,F,Timisoara,High,0,2023-11-10
C0803,31.0,M,Cluj-Napoca,Medium,0,2022-12-16
C0804,38.0,F,Galati,Low,0,2023-07-04
C0805,20.0,M,Bucuresti,Low,1,2022-07-11
C0806,35.0,M,Arad,Medium,0,2023-04-12
C0807,33.0,F,Arad,Medium,0,2024-05-02
C0808,36.0,M,Bucuresti,Medium,0,2023-03-15
C0809,34.0,F,Bucuresti,Medium,0,2024-03-25
C0810,56.0,F,Pitesti,Low,0,2023-08-14
C0811,25.0,F,Arad,Medium,0,2022-08-20
C0812,26.0,F,Cluj-Napoca,High,0,2023-08-05
C0813,25.0,M,Bucuresti,Low,0,2023-05-30
C0814,26.0,M,Iasi,Medium,0,2023-02-22
C0815,25.0,M,Craiova,Medium,0,2022-06-16
C0816,43.0,M,Bucuresti,Medium,1,2023-03-11
C0817,46.0,M,Sibiu,Low,1,2022-05-05
C0818,26.0,M,Bucuresti,High,0,2022-05-28
C0819,23.0,F,Bucuresti,Medium,0,2023-03-10
C0820,36.0,F,Cluj-Napoca,Medium,0,2022-11-30
C0821,26.0,M,Bucuresti,Medium,0,2024-06-10
C0822,38.0,F,Bucuresti,Low,0,2023-02-02
C0823,34.0,M,Timisoara,Low,0,2024-01-12
C0824,18.0,M,Bucuresti,Medium,0,2023-06-21
C0825,47.0,F,Bucuresti,Low,1,2023-11-24
C0826,49.0,F,Bucuresti,Medium,0,2022-10-21
C0827,25.0,F,Arad,Medium,0,2024-06-25
C0828,28.0,M,Cluj-Napoca,Medium,0,2023-06-21
C0829,,F,Timisoara,Medium,1,2024-03-18
C0830,35.0,F,Constanta,Medium,1,2023-01-23
C0831,,F,Baia Mare,Low,0,2022-05-30
C0832,52.0,F,Bucuresti,Medium,1,2023-10-28
C0833,30.0,F,Craiova,Medium,0,2022-03-07
C0834,24.0,F,Craiova,Medium,1,2023-05-02
C0835,18.0,F,Constanta,Low,1,2022-08-21
C0836,24.0,F,Bucuresti,Medium,0,2023-09-16
C0837,31.0,F,Brasov,Low,1,2024-07-29
C0838,49.0,M,Bucuresti,,0,2023-04-22
C0839,26.0,F,Constanta,Low,0,2024-03-05
C0840,34.0,,Sibiu,High,0,2023-06-01
C0841,31.0,,Bucuresti,Low,1,2023-05-21
C0842,43.0,F,Ploiesti,Low,0,2024-06-15
C0843,57.0,F,Bucuresti,Low,0,2024-05-09
C0844,,F,Galati,Low,1,2024-02-06
C0845,27.0,M,Timisoara,Medium,0,2022-11-22
C0846,42.0,F,Bucuresti,Low,0,2023-07-04
C0847,38.0,M,Bucuresti,Low,0,2022-09-18
C0848,50.0,F,Arad,Medium,0,2023-04-04
C0849,37.0,F,Bucuresti,Medium,0,2023-05-10
C0850,28.0,F,Bucuresti,Medium,0,2024-03-18
C0851,37.0,F,Bucuresti,Medium,1,2024-05-15
C0852,43.0,F,Constanta,Low,1,2023-03-09
C0853,40.0,F,Iasi,Medium,0,2022-03-16
C0854,37.0,M,Bucuresti,Low,0,2024-04-14
C0855,42.0,F,Bucuresti,Medium,0,2022-08-04
C0856,43.0,F,Bucuresti,Medium,1,2023-09-11
C0857,45.0,F,Bucuresti,Low,0,2022-03-23
C0858,38.0,M,Cluj-Napoca,Medium,0,2023-02-23
C0859,30.0,F,Craiova,High,1,2024-08-04
C0860,33.0,M,Bucuresti,High,0,2022-05-30
C0861,44.0,F,Bucuresti,Medium,0,2023-03-17
C0862,23.0,F,Cluj-Napoca,Medium,1,2022-12-02
C0863,35.0,F,Baia Mare,Low,1,2024-05-23
C0864,28.0,F,Arad,Low,0,2024-04-21
C0865,32.0,M,Oradea,Medium,1,2022-09-30
C0866,44.0,M,Bucuresti,,0,2022-05-13
C0867,33.0,F,Bucuresti,,1,2023-09-16
C0868,32.0,F,Bucuresti,Medium,0,2022-12-28
C0869,18.0,M,Bucuresti,Medium,1,2023-10-26
C0870,39.0,F,Timisoara,Medium,1,2022-03-29
C0871,38.0,F,Oradea,High,1,2022-06-29
C0872,53.0,F,Galati,Medium,1,2023-11-08
C0873,28.0,F,Galati,Medium,0,2022-09-08
C0874,34.0,M,Bucuresti,Medium,0,2024-04-10
C0875,34.0,M,Craiova,High,0,2022-04-22
C0876,47.0,F,Bucuresti,Low,1,2022-09-10
C0877,31.0,F,Bucuresti,High,1,2024-08-15
C0878,34.0,F,Craiova,Medium,0,2023-03-25
C0879,38.0,F,Bucuresti,Medium,1,2023-11-23
C0880,33.0,F,Cluj-Napoca,Medium,1,2022-08-12
C0881,27.0,F,Bucuresti,Medium,1,2023-08-31
C0882,33.0,F,Craiova,Low,1,2023-12-14
C0883,42.0,F,Oradea,High,0,2022-12-09
C0884,,M,Bucuresti,Medium,0,2024-03-16
C0885,33.0,M,Ploiesti,Medium,0,2023-08-26
C0886,24.0,F,Bucuresti,Low,0,2023-02-14
C0887,43.0,M,Timisoara,Medium,1,2023-07-15
C0888,18.0,F,Craiova,Medium,1,2023-08-02
C0889,26.0,F,Craiova,Medium,1,2022-07-27
C0890,35.0,F,Baia Mare,Medium,1,2023-02-26
C0891,47.0,M,Bucuresti,Medium,0,2023-01-04
C0892,31.0,M,Brasov,High,0,2023-02-24
C0893,26.0,M,Constanta,Medium,0,2024-01-14
C0894,50.0,M,Pitesti,High,0,2023-05-09
C0895,18.0,M,Bucuresti,Low,0,2024-06-24
C0896,18.0,F,Sibiu,Medium,0,2022-11-20
C0897,36.0,F,Iasi,Medium,0,2023-03-10
C0898,26.0,F,Bucuresti,Medium,0,2024-02-07
C0899,21.0,F,Timisoara,High,1,2023-07-05
C0900,39.0,M,Bucuresti,Low,0,2023-07-06
C0901,34.0,F,Constanta,Low,0,2022-04-18
C0902,26.0,F,Pitesti,High,0,2023-02-22
C0903,19.0,M,Constanta,Low,1,2022-10-30
C0904,40.0,F,Brasov,Medium,0,2024-08-16
C0905,38.0,M,Iasi,Medium,0,2022-12-03
C0906,31.0,F,Bucuresti,High,1,2024-05-05
C0907,50.0,F,Bucuresti,Low,0,2023-10-30
C0908,21.0,M,Timisoara,Low,1,2023-01-01
C0909,,F,Bucuresti,Medium,0,2023-07-03
C0910,25.0,F,Bucuresti,High,0,2024-03-26
C0911,31.0,F,Timisoara,Medium,0,2024-05-04
C0912,,F,Bucuresti,Medium,1,2022-07-23
C0913,29.0,F,Bucuresti,Medium,0,2022-12-31
C0914,35.0,M,Timisoara,High,0,2022-12-27
C0915,19.0,M,Bucuresti,,0,2022-04-07
C0916,46.0,M,Targu Mures,High,0,2023-08-21
C0917,31.0,F,Galati,Low,0,2024-04-08
C0918,43.0,F,Craiova,Low,1,2023-02-07
C0919,35.0,F,Bucuresti,Medium,1,2023-12-27
C0920,36.0,F,Oradea,,0,2023-09-16
C0921,37.0,M,Ploiesti,Low,0,2023-02-02
C0922,36.0,M,Oradea,Low,1,2022-07-05
C0923,38.0,M,Bucuresti,Medium,0,2023-11-29
C0924,45.0,M,Brasov,Low,0,2024-04-08
C0925,33.0,M,Ploiesti,Medium,0,2023-11-08
C0926,39.0,F,Constanta,Medium,1,2022-03-17
C0927,31.0,M,Brasov,,1,2022-09-11
C0928,46.0,M,Timisoara,Medium,1,2022-05-02
C0929,25.0,M,Iasi,Medium,0,2023-07-27
C0930,50.0,M,Bucuresti,Medium,0,2024-01-10
C0931,31.0,F,Brasov,Medium,1,2022-06-08
C0932,18.0,F,Bucuresti,Medium,0,2024-03-24
C0933,33.0,F,Cluj-Napoca,Medium,1,2023-07-13
C0934,25.0,M,Bucuresti,Low,1,2023-11-11
C0935,40.0,M,Iasi,Low,0,2024-07-22
C0936,25.0,F,Bucuresti,Low,1,2022-05-15
C0937,,M,Craiova,Low,0,2024-05-20
C0938,18.0,M,Oradea,Medium,1,2022-06-22
C0939,27.0,M,Bucuresti,High,0,2023-02-17
C0940,18.0,M,Bucuresti,Medium,0,2024-04-05
C0941,18.0,M,Bucuresti,Medium,1,2024-05-24
C0942,39.0,M,Galati,Medium,1,2023-05-30
C0943,39.0,F,Iasi,Medium,0,2023-08-17
C0944,36.0,M,Timisoara,Medium,0,2023-11-28
C0945,22.0,M,Bucuresti,Low,0,2024-03-19
C0946,31.0,F,Brasov,Low,0,2022-06-18
C0947,31.0,M,Galati,Medium,0,2024-02-28
C0948,20.0,M,Ploiesti,High,0,2023-05-08
C0949,47.0,F,Constanta,Low,0,2023-04-10
C0950,40.0,M,Bucuresti,Low,0,2023-03-17
C0951,29.0,M,Bucuresti,Medium,0,2023-06-02
C0952,32.0,F,Bucuresti,Low,0,2024-06-28
C0953,34.0,M,Bucuresti,High,0,2023-07-07
C0954,18.0,F,Bucuresti,Medium,1,2024-07-05
C0955,29.0,F,Bucuresti,High,0,2022-08-10
C0956,25.0,M,Cluj-Napoca,Medium,1,2023-12-12
C0957,21.0,F,Targu Mures,Medium,1,2024-03-01
C0958,29.0,F,Constanta,Medium,1,2023-11-02
C0959,49.0,M,Ploiesti,Medium,1,2023-08-29
C0960,38.0,F,Craiova,Medium,1,2023-07-22
C0961,26.0,M,Bucuresti,Low,0,2024-04-13
C0962,37.0,F,Sibiu,Medium,0,2024-03-09
C0963,45.0,M,Bucuresti,Medium,1,2022-06-19
C0964,41.0,F,Brasov,High,0,2024-04-02
C0965,32.0,,Bucuresti,Medium,1,2023-03-08
C0966,25.0,F,Baia Mare,Medium,0,2022-10-15
C0967,38.0,M,Bucuresti,Low,1,2024-04-21
C0968,35.0,M,Bucuresti,Medium,0,2023-03-24
C0969,40.0,F,Targu Mures,Medium,0,2024-02-26
C0970,38.0,F,Bucuresti,High,0,2022-10-24
C0971,42.0,F,Craiova,High,1,2022-03-04
C0972,26.0,F,Craiova,Low,1,2023-05-20
C0973,45.0,F,Ploiesti,High,0,2022-05-30
C0974,33.0,F,Arad,Low,1,2024-01-08
C0975,52.0,M,Arad,Medium,0,2022-11-04
C0976,25.0,F,Bucuresti,Medium,0,2023-04-04
C0977,49.0,F,Ploiesti,Low,0,2022-05-18
C0978,33.0,F,Brasov,Medium,0,2022-11-13
C0979,25.0,F,Brasov,Low,0,2024-02-02
C0980,27.0,M,Bucuresti,Low,0,2022-07-15
C0981,,M,Brasov,Medium,1,2023-10-04
