transaction_id,store_id,product_id,customer_id,date,quantity,unit_price,discount,total_revenue
T13864,S009,P021,C0935,2024-10-12,1,13.42,0.0,13.42
T13865,S001,P003,C1555,2024-08-03,2,14.4,0.0,28.8
T13866,S014,P002,C0397,2024-04-14,2,11.44,0.0,22.88
T13867,S011,P005,C1081,2024-12-01,1,15.58,0.0,15.58
T13868,S014,P018,,2024-12-26,1,10.95,0.0,10.95
T13869,S001,P022,C1133,2023-07-20,1,16.19,0.0,16.19
T13870,S005,P004,C1908,2024-08-08,1,14.41,0.0,14.41
T13871,S004,P004,C0862,2024-09-27,1,15.58,0.05,14.8
T13872,S001,P003,C0024,2024-01-06,1,14.56,0.0,14.56
T13873,S003,P006,C1907,2023-08-11,1,10.36,0.0,10.36
T13874,S001,P009,C1002,2022-12-30,1,18.66,0.0,18.66
T13875,S011,P021,C0767,2024-12-06,1,13.64,0.0,13.64
T13876,S013,P002,C0878,2024-08-14,1,12.5,0.0,12.5
T13877,S003,P018,C0099,2024-11-17,2,10.72,0.0,21.44
T13878,S007,P023,C0492,2023-04-25,1,22.01,0.0,22.01
T13879,S003,P002,C0612,2022-11-23,2,11.64,0.0,23.28
T13880,S002,P011,C1796,2024-05-20,1,9.53,0.0,9.53
T13881,S015,P020,C0586,2024-12-29,1,18.16,0.0,18.16
T13882,S014,P019,,2024-09-30,1,13.32,0.0,13.32
T13883,S004,P004,C0407,2023-02-11,1,14.65,0.0,14.65
T13884,S001,P007,,2023-07-28,2,18.34,0.05,34.85
T13885,S003,P014,C0928,2024-05-30,2,12.27,0.0,24.54
T13886,S011,P021,C0188,2024-12-26,1,12.68,0.0,12.68
T13887,S015,P013,C0300,2024-12-30,1,13.71,0.0,13.71
T13888,S013,P012,C0147,2024-09-21,1,10.28,0.0,10.28
T13889,S009,P011,C1688,2023-12-21,1,10.42,0.0,10.42
T13890,S002,P008,C1021,2024-12-20,1,17.23,0.0,17.23
T13891,S015,P016,C1492,2024-12-26,2,10.48,0.0,20.96
T13892,S009,P018,C1074,2024-09-22,1,10.99,0.0,10.99
T13893,S012,P001,C0638,2024-12-04,2,8.07,0.0,16.14
T13894,S011,P020,C0008,2024-12-30,1,17.95,0.05,17.05
T13895,S007,P001,C1857,2024-05-16,2,7.89,0.05,14.99
T13896,S009,P014,C1665,2024-12-20,2,11.41,0.0,22.82
T13897,S005,P012,C1964,2023-05-15,2,10.15,0.15,17.26
T13898,S001,P017,,2024-09-23,2,11.7,0.0,23.4
T13899,S009,P013,,2024-08-06,1,13.82,0.0,13.82
T13900,S010,P007,C1602,2023-10-09,1,17.66,0.0,17.66
T13901,S013,P025,C1343,2024-11-24,3,25.34,0.0,76.02
T13902,S006,P004,C0137,2023-03-23,1,14.38,0.0,14.38
T13903,S006,P019,C0211,2023-01-12,2,14.49,0.05,27.53
T13904,S014,P007,C0517,2024-06-19,3,18.73,0.0,56.19
T13905,S008,P019,,2024-07-06,2,14.06,0.0,28.12
T13906,S004,P008,C0243,2024-09-21,2,17.47,0.0,34.94
T13907,S014,P019,,2024-05-21,1,13.65,0.0,13.65
T13908,S003,P023,C1169,2023-10-11,1,21.72,0.0,21.72
T13909,S002,P029,,2022-04-05,1,52.74,0.0,52.74
T13910,S011,P023,C1494,2024-12-16,1,22.63,0.0,22.63
T13911,S008,P020,C0034,2024-01-04,1,18.81,0.0,18.81
T13912,S014,P005,C0458,2024-08-01,2,15.43,0.0,30.86
T13913,S001,P016,C0470,2022-11-29,1,10.5,0.0,10.5
T13914,S004,P024,C1937,2024-03-21,1,20.79,0.05,19.75
T13915,S004,P021,C0392,2023-02-04,1,12.79,0.05,12.15
T13916,S015,P018,C0614,2024-12-29,1,11.1,0.0,11.1
T13917,S014,P001,C0056,2024-07-07,1,8.4,0.0,8.4
T13918,S008,P014,C0133,2024-11-06,3,12.57,0.0,37.71
T13919,S003,P001,C0629,2024-09-21,1,7.9,0.0,7.9
T13920,S013,P006,C1366,2024-10-12,1,10.46,0.0,10.46
T13921,S015,P002,,2024-12-26,1,12.45,0.0,12.45
T13922,S001,P017,C1254,2022-03-07,2,11.51,0.05,21.87
T13923,S009,P001,C1217,2024-10-10,1,7.86,0.0,7.86
T13924,S011,P009,,2024-12-27,1,19.22,0.0,19.22
T13925,S015,P010,C0650,2024-12-30,1,16.24,0.0,16.24
T13926,S004,P027,,2023-05-16,1,43.55,0.0,43.55
T13927,S014,P017,C0978,2024-07-26,1,12.6,0.0,12.6
T13928,S001,P002,C1575,2022-11-22,1,11.8,0.0,11.8
T13929,S007,P013,C1628,2023-06-14,2,14.7,0.0,29.4
T13930,S013,P023,C0413,2024-08-30,1,21.71,0.0,21.71
T13931,S008,P006,C0902,2024-09-13,1,9.83,0.0,9.83
T13932,S004,P002,C0081,2024-07-30,2,12.02,0.0,24.04
T13933,S012,P008,,2024-10-28,1,17.02,0.0,17.02
T13934,S001,P006,C0864,2022-04-08,1,10.35,0.0,10.35
T13935,S005,P007,C1942,2022-09-25,1,18.53,0.0,18.53
T13936,S004,P016,C0135,2024-10-29,1,10.25,0.0,10.25
T13937,S012,P006,C2000,2024-11-21,1,10.17,0.0,10.17
T13938,S008,P011,,2024-10-21,2,10.19,0.0,20.38
T13939,S005,P013,C0407,2024-07-11,2,14.57,0.0,29.14
T13940,S002,P030,,2024-08-21,2,52.11,0.0,104.22
T13941,S007,P008,C1778,2024-09-15,1,16.51,0.0,16.51
T13942,S006,P007,,2024-09-17,1,17.16,0.0,17.16
T13943,S013,P005,,2024-11-04,2,16.72,0.0,33.44
T13944,S011,P021,C0379,2024-11-23,1,13.63,0.0,13.63
T13945,S011,P007,C0224,2024-12-18,1,18.01,0.0,18.01
T13946,S003,P022,,2024-03-15,1,15.22,0.0,15.22
T13947,S009,P024,C0727,2024-12-15,2,19.3,0.15,32.81
T13948,S014,P027,C1003,2024-04-01,1,43.48,0.0,43.48
T13949,S014,P016,C0766,2024-01-01,1,9.56,0.0,9.56
T13950,S002,P014,C1181,2023-09-25,3,12.37,0.0,37.11
T13951,S012,P010,C1890,2024-11-13,1,15.8,0.0,15.8
T13952,S008,P006,C0397,2024-03-02,1,9.55,0.0,9.55
T13953,S009,P005,C1821,2024-01-09,1,16.8,0.0,16.8
T13954,S013,P003,C1538,2024-09-20,1,14.39,0.0,14.39
T13955,S012,P010,C0440,2024-11-05,3,15.57,0.0,46.71
T13956,S001,P021,C1641,2022-08-09,2,12.43,0.0,24.86
T13957,S014,P013,C0850,2024-04-14,3,13.93,0.0,41.79
T13958,S004,P009,C1701,2023-01-18,1,18.1,0.0,18.1
T13959,S004,P016,C1408,2024-10-26,1,10.16,0.0,10.16
T13960,S008,P010,C1415,2023-12-25,1,16.14,0.0,16.14
T13961,S010,P014,C0997,2024-11-18,2,12.25,0.0,24.5
T13962,S012,P008,C1028,2024-10-31,1,17.6,0.0,17.6
T13963,S013,P002,C1583,2024-07-25,1,12.37,0.0,12.37
T13964,S007,P025,C0810,2024-06-27,1,25.57,0.0,25.57
T13965,S005,P004,C1262,2023-09-25,2,15.11,0.0,30.22
T13966,S013,P001,,2024-11-13,1,8.27,0.0,8.27
T13967,S001,P004,C0573,2022-05-25,1,14.26,0.0,14.26
T13968,S009,P017,C1617,2024-09-27,1,11.43,0.0,11.43
T13969,S011,P006,C1726,2024-12-21,1,9.59,0.0,9.59
T13970,S001,P004,C1751,2022-03-05,1,15.05,0.0,15.05
T13971,S011,P004,,2024-11-20,1,15.17,0.0,15.17
T13972,S013,P005,,2024-10-01,1,16.73,0.0,16.73
T13973,S001,P029,C0412,2022-05-05,1,56.36,0.0,56.36
T13974,S003,P001,C1878,2023-08-22,2,8.37,0.0,16.74
T13975,S007,P019,C0463,2023-04-19,1,13.89,0.0,13.89
T13976,S011,P006,C1712,2024-12-03,1,9.87,0.0,9.87
T13977,S011,P002,C0880,2024-12-22,1,11.44,0.0,11.44
T13978,S010,P018,,2024-11-13,1,10.96,0.0,10.96
T13979,S011,P011,,2024-12-17,1,9.59,0.0,9.59
T13980,S014,P002,C0747,2024-02-18,2,12.52,0.05,23.79
T13981,S014,P009,C0373,2024-08-03,1,19.56,0.0,19.56
T13982,S014,P004,,2023-12-17,3,14.69,0.0,44.07
T13983,S001,P016,C1185,2022-02-15,1,10.15,0.0,10.15
T13984,S010,P007,,2022-12-16,1,18.42,0.0,18.42
T13985,S015,P003,C0163,2024-12-28,1,13.4,0.0,13.4
T13986,S015,P020,,2024-12-30,1,17.69,0.0,17.69
T13987,S001,P015,C1563,2022-04-14,1,13.5,0.1,12.15
T13988,S014,P017,C1727,2024-03-09,1,12.18,0.0,12.18
T13989,S014,P009,C1441,2024-06-17,1,19.77,0.0,19.77
T13990,S015,P016,,2024-12-25,2,9.86,0.0,19.72
T13991,S014,P023,C0959,2024-12-28,3,23.05,0.15,58.78
T13992,S001,P019,C1267,2024-12-16,1,13.72,0.0,13.72
T13993,S014,P016,C1579,2024-10-08,1,9.8,0.0,9.8
T13994,S003,P020,C0108,2023-02-04,1,17.99,0.0,17.99
T13995,S007,P025,C1896,2024-09-16,1,26.06,0.0,26.06
T13996,S002,P016,C0776,2022-10-21,1,10.45,0.0,10.45
T13997,S008,P019,C0998,2024-03-25,1,13.45,0.0,13.45
T13998,S009,P008,,2023-10-05,1,17.17,0.0,17.17
T13999,S014,P026,C1703,2024-07-30,1,27.91,0.0,27.91
T14000,S011,P014,C1628,2024-11-28,1,12.17,0.0,12.17
T14001,S011,P016,C0112,2024-12-27,1,9.63,0.0,9.63
T14002,S014,P011,,2024-04-05,1,9.87,0.0,9.87
T14003,S002,P009,C1716,2024-03-01,1,18.39,0.0,18.39
T14004,S014,P001,C0804,2024-02-15,1,7.7,0.0,7.7
T14005,S011,P005,C0342,2024-12-20,3,15.35,0.0,46.05
T14006,S004,P025,C0308,2023-01-30,2,25.42,0.0,50.84
T14007,S011,P018,,2024-11-10,2,10.87,0.0,21.74
T14008,S002,P001,C1351,2023-03-26,1,7.94,0.0,7.94
T14009,S005,P013,,2022-11-07,2,13.97,0.0,27.94
T14010,S010,P018,C0414,2024-02-22,1,10.92,0.0,10.92
T14011,S008,P008,C1735,2023-09-10,1,17.07,0.0,17.07
T14012,S014,P010,C0549,2024-02-01,2,16.31,0.05,30.99
T14013,S003,P013,C1810,2023-09-08,1,14.69,0.0,14.69
T14014,S001,P002,C1344,2022-12-01,1,12.11,0.15,10.29
T14015,S006,P003,,2023-01-20,1,13.68,0.0,13.68
T14016,S012,P006,C0587,2024-11-02,1,9.54,0.0,9.54
T14017,S006,P018,C0245,2023-10-20,1,11.31,0.0,11.31
T14018,S014,P021,C0047,2024-04-02,1,12.98,0.0,12.98
T14019,S004,P008,C0460,2023-03-24,1,16.28,0.15,13.84
T14020,S003,P024,C0935,2023-10-05,1,19.38,0.0,19.38
T14021,S012,P011,C1732,2024-11-20,1,10.09,0.05,9.59
T14022,S002,P010,C0090,2022-03-14,1,15.23,0.05,14.47
T14023,S014,P018,C0668,2024-12-22,2,11.33,0.15,19.26
T14024,S006,P007,C1314,2023-11-01,1,18.71,0.0,18.71
T14025,S004,P006,,2024-11-04,1,9.54,0.0,9.54
T14026,S010,P013,C1321,2024-10-29,1,13.62,0.0,13.62
T14027,S007,P002,,2023-10-09,1,12.2,0.0,12.2
T14028,S015,P007,C1442,2024-12-26,1,17.19,0.0,17.19
T14029,S014,P005,C1799,2024-04-14,1,16.65,0.0,16.65
T14030,S006,P019,C1086,2024-11-22,1,14.41,0.0,14.41
T14031,S005,P023,C1658,2023-06-09,2,21.52,0.0,43.04
T14032,S001,P004,C0566,2023-08-24,1,14.65,0.0,14.65
T14033,S003,P002,C1629,2022-08-06,1,12.18,0.0,12.18
T14034,S004,P007,,2024-05-03,1,18.37,0.0,18.37
T14035,S006,P010,C0833,2022-10-20,1,15.37,0.0,15.37
T14036,S014,P007,C0399,2024-08-01,2,17.89,0.0,35.78
T14037,S007,P005,,2024-04-22,3,16.25,0.0,48.75
T14038,S003,P001,C0088,2024-02-10,2,8.3,0.0,16.6
T14039,S013,P003,,2024-09-10,1,14.53,0.0,14.53
T14040,S005,P025,C1991,2023-12-19,1,25.15,0.0,25.15
T14041,S001,P021,C0996,2024-07-15,1,13.16,0.0,13.16
T14042,S014,P006,C1665,2024-04-07,1,9.64,0.0,9.64
T14043,S013,P018,,2024-08-20,1,10.59,0.0,10.59
T14044,S007,P004,,2023-05-10,1,15.68,0.0,15.68
T14045,S014,P017,C0877,2024-02-17,1,12.55,0.1,11.3
T14046,S001,P005,C0836,2023-09-07,1,15.69,0.0,15.69
T14047,S013,P010,C0533,2024-07-14,1,16.16,0.0,16.16
T14048,S011,P016,C1161,2024-12-11,1,10.41,0.05,9.89
T14049,S009,P004,C1964,2023-12-26,1,15.56,0.0,15.56
T14050,S013,P008,C0646,2024-07-11,1,17.85,0.15,15.17
T14051,S009,P014,C1688,2024-12-23,1,12.19,0.05,11.58
T14052,S009,P010,C0518,2024-10-10,1,15.36,0.05,14.59
T14053,S004,P014,C0199,2024-09-14,1,11.52,0.0,11.52
T14054,S014,P002,C1985,2024-04-04,1,11.85,0.0,11.85
T14055,S001,P026,C1206,2023-01-17,1,26.61,0.0,26.61
T14056,S004,P011,C1673,2023-09-25,1,9.68,0.0,9.68
T14057,S011,P026,,2024-12-09,1,27.65,0.0,27.65
T14058,S014,P020,,2024-11-17,1,17.39,0.0,17.39
T14059,S014,P005,C1197,2024-06-01,1,16.07,0.0,16.07
T14060,S001,P023,C0420,2023-04-13,1,22.48,0.0,22.48
T14061,S013,P026,C0535,2024-07-08,1,25.72,0.0,25.72
T14062,S003,P009,C0905,2023-08-27,2,19.8,0.05,37.62
T14063,S009,P021,C1260,2024-06-14,1,12.56,0.0,12.56
T14064,S007,P002,C0886,2023-10-11,2,11.47,0.0,22.94
T14065,S003,P022,C1723,2022-10-29,1,15.23,0.0,15.23
T14066,S008,P019,,2023-10-10,1,13.71,0.0,13.71
T14067,S011,P018,,2024-12-15,1,11.09,0.0,11.09
T14068,S014,P006,,2024-04-29,1,10.4,0.0,10.4
T14069,S015,P004,,2024-12-25,2,15.1,0.0,30.2
T14070,S012,P017,C1049,2024-11-22,1,11.9,0.0,11.9
T14071,S015,P004,,2024-12-26,2,15.69,0.0,31.38
T14072,S009,P009,C0421,2024-05-31,1,18.52,0.0,18.52
T14073,S014,P010,C0063,2024-07-11,2,15.26,0.0,30.52
T14074,S014,P002,C0746,2024-12-02,1,12.2,0.0,12.2
T14075,S014,P018,C0253,2024-08-07,1,11.23,0.0,11.23
T14076,S009,P015,C1627,2024-07-22,1,12.75,0.0,12.75
T14077,S015,P025,C0003,2024-12-25,1,25.99,0.0,25.99
T14078,S014,P012,,2024-01-07,1,10.43,0.0,10.43
T14079,S006,P017,C1935,2024-03-08,1,11.55,0.05,10.97
T14080,S001,P003,,2024-05-21,1,13.52,0.0,13.52
T14081,S007,P028,C1905,2023-12-08,1,67.37,0.0,67.37
T14082,S004,P021,C0128,2024-01-07,1,12.53,0.0,12.53
T14083,S009,P013,C0534,2023-10-15,2,14.09,0.05,26.77
T14084,S015,P010,C0984,2024-12-26,1,15.45,0.0,15.45
T14085,S008,P007,C1213,2024-04-23,1,17.88,0.0,17.88
T14086,S014,P030,C1110,2024-03-18,2,51.84,0.0,103.68
T14087,S003,P025,C1488,2023-07-17,3,25.73,0.0,77.19
T14088,S015,P007,C0664,2024-12-29,2,18.08,0.0,36.16
T14089,S015,P004,,2024-12-29,1,15.48,0.0,15.48
T14090,S011,P020,C0903,2024-12-24,1,18.11,0.0,18.11
T14091,S007,P002,C1246,2023-12-24,1,11.75,0.0,11.75
T14092,S014,P029,C0293,2024-04-03,1,57.02,0.0,57.02
T14093,S012,P014,,2024-11-30,1,11.72,0.0,11.72
T14094,S008,P021,C0591,2024-11-13,1,13.49,0.0,13.49
T14095,S009,P002,C1996,2024-10-20,2,12.11,0.0,24.22
T14096,S003,P010,C1662,2024-08-29,1,15.9,0.0,15.9
T14097,S005,P016,,2024-11-04,1,10.02,0.0,10.02
T14098,S008,P015,C0552,2023-09-20,2,12.85,0.0,25.7
T14099,S008,P020,,2024-06-19,1,17.19,0.0,17.19
T14100,S011,P004,C1324,2024-11-27,1,14.85,0.0,14.85
T14101,S015,P023,,2024-12-27,1,22.0,0.0,22.0
T14102,S014,P021,C0297,2024-01-14,1,13.41,0.0,13.41
T14103,S003,P012,C0927,2023-12-10,1,10.02,0.0,10.02
T14104,S015,P025,,2024-12-29,1,25.29,0.0,25.29
T14105,S011,P007,C1542,2024-12-09,3,17.47,0.0,52.41
T14106,S014,P009,C1978,2024-03-06,1,18.51,0.0,18.51
T14107,S011,P014,C0284,2024-12-02,3,11.61,0.0,34.83
T14108,S013,P005,C0199,2024-09-25,1,16.45,0.0,16.45
T14109,S007,P023,C0448,2024-09-27,3,21.9,0.0,65.7
T14110,S014,P004,C0195,2024-01-12,1,14.97,0.15,12.72
T14111,S014,P001,C0960,2024-03-16,1,8.27,0.1,7.44
T14112,S004,P007,C1512,2023-11-19,1,17.75,0.0,17.75
T14113,S011,P023,C0276,2024-11-18,1,22.08,0.0,22.08
T14114,S001,P006,C0067,2023-12-04,2,10.11,0.0,20.22
T14115,S003,P017,,2022-12-03,2,12.52,0.0,25.04
T14116,S014,P017,C0583,2024-07-10,3,12.4,0.0,37.2
T14117,S005,P002,C0112,2023-09-10,1,11.92,0.0,11.92
T14118,S007,P020,C1586,2024-05-20,1,18.2,0.05,17.29
T14119,S005,P005,,2023-10-14,1,16.73,0.0,16.73
T14120,S003,P003,,2023-10-31,1,13.91,0.0,13.91
T14121,S004,P019,C1609,2023-11-12,1,14.34,0.0,14.34
T14122,S015,P011,C1887,2024-12-27,1,9.76,0.0,9.76
T14123,S001,P019,C0699,2024-12-20,1,14.31,0.0,14.31
T14124,S011,P007,C0924,2024-11-21,1,18.9,0.0,18.9
T14125,S011,P016,,2024-11-25,2,10.14,0.0,20.28
T14126,S014,P003,C0330,2024-08-24,1,13.82,0.0,13.82
T14127,S015,P024,,2024-12-28,2,19.89,0.0,39.78
T14128,S014,P012,,2024-11-03,2,9.63,0.0,19.26
T14129,S014,P008,C0800,2024-09-30,1,17.25,0.0,17.25
T14130,S015,P005,C1176,2024-12-29,2,15.23,0.0,30.46
T14131,S013,P010,,2024-11-24,2,16.41,0.0,32.82
T14132,S003,P009,C1721,2023-10-28,1,18.86,0.0,18.86
T14133,S009,P007,C1953,2024-06-18,1,18.65,0.0,18.65
T14134,S015,P012,C0158,2024-12-29,1,9.98,0.0,9.98
T14135,S003,P009,C1793,2023-03-19,1,18.71,0.0,18.71
T14136,S003,P018,C0340,2023-10-27,1,10.68,0.0,10.68
T14137,S015,P011,C1170,2024-12-25,1,9.55,0.0,9.55
T14138,S007,P004,C0295,2024-04-28,1,15.4,0.0,15.4
T14139,S001,P024,C0524,2024-02-08,2,19.21,0.0,38.42
T14140,S005,P016,C1038,2024-11-17,1,9.96,0.0,9.96
T14141,S004,P005,C1640,2023-06-15,1,15.8,0.0,15.8
T14142,S014,P011,C0349,2024-09-01,1,10.1,0.0,10.1
T14143,S004,P001,C0179,2023-10-21,3,8.32,0.0,24.96
T14144,S011,P005,C1487,2024-11-07,1,16.15,0.05,15.34
T14145,S009,P014,C1230,2024-11-14,1,12.15,0.1,10.94
T14146,S001,P002,C0990,2023-12-18,2,11.73,0.0,23.46
T14147,S011,P016,C1690,2024-11-08,1,9.96,0.0,9.96
T14148,S013,P002,C0262,2024-07-15,1,12.2,0.05,11.59
T14149,S009,P003,C1181,2024-07-31,1,14.52,0.0,14.52
T14150,S006,P005,C0683,2024-05-01,1,16.5,0.0,16.5
T14151,S015,P017,,2024-12-26,1,12.46,0.0,12.46
T14152,S011,P005,C1884,2024-11-28,1,16.21,0.0,16.21
T14153,S010,P007,,2024-12-19,1,18.23,0.0,18.23
T14154,S001,P001,C1793,2022-09-15,1,7.82,0.0,7.82
T14155,S003,P021,C0052,2024-08-23,2,12.93,0.0,25.86
T14156,S012,P002,C0436,2024-11-12,1,12.46,0.15,10.59
T14157,S014,P009,C1925,2024-12-20,1,18.63,0.0,18.63
T14158,S006,P005,C1432,2023-06-17,2,15.38,0.0,30.76
T14159,S011,P001,C0561,2024-11-22,1,8.19,0.05,7.78
T14160,S007,P004,C0457,2024-12-07,1,14.82,0.0,14.82
T14161,S014,P024,,2023-12-12,1,19.43,0.0,19.43
T14162,S011,P019,,2024-11-08,2,14.44,0.0,28.88
T14163,S013,P005,C0758,2024-09-11,1,16.49,0.0,16.49
T14164,S014,P016,C0924,2024-01-17,1,10.21,0.0,10.21
T14165,S011,P005,C0182,2024-12-06,1,16.44,0.0,16.44
T14166,S003,P005,,2024-03-03,2,15.95,0.0,31.9
T14167,S014,P011,C1843,2024-06-23,1,9.78,0.0,9.78
T14168,S012,P015,C0511,2024-10-21,1,13.07,0.0,13.07
T14169,S013,P020,,2024-09-08,1,18.86,0.0,18.86
T14170,S015,P023,C1094,2024-12-27,1,22.86,0.05,21.72
T14171,S009,P007,C1520,2024-05-19,2,17.29,0.0,34.58
T14172,S004,P005,C1591,2024-02-18,2,15.85,0.0,31.7
T14173,S001,P023,C0104,2022-10-13,1,21.46,0.0,21.46
T14174,S006,P028,C0903,2022-11-08,2,62.99,0.0,125.98
T14175,S006,P017,C1352,2024-05-19,2,12.1,0.0,24.2
T14176,S004,P021,C1934,2023-12-04,2,12.96,0.0,25.92
T14177,S010,P010,C1473,2023-08-08,1,15.28,0.0,15.28
T14178,S011,P003,C1765,2024-11-15,1,13.93,0.1,12.54
T14179,S014,P003,C1016,2024-08-11,1,14.6,0.0,14.6
T14180,S008,P007,,2024-08-31,1,18.88,0.0,18.88
T14181,S005,P012,C0006,2022-09-20,1,10.41,0.0,10.41
T14182,S001,P016,C0558,2023-12-12,2,10.45,0.0,20.9
T14183,S006,P030,C1312,2024-01-28,2,50.53,0.0,101.06
T14184,S014,P014,C0105,2024-07-07,1,11.91,0.0,11.91
T14185,S013,P002,,2024-08-27,1,12.29,0.0,12.29
T14186,S011,P012,,2024-12-06,1,10.31,0.0,10.31
T14187,S015,P006,C1208,2024-12-25,1,10.09,0.0,10.09
T14188,S015,P022,C1290,2024-12-30,1,16.77,0.0,16.77
T14189,S015,P024,C1059,2024-12-29,1,20.38,0.0,20.38
T14190,S001,P005,C0150,2024-12-17,1,16.39,0.0,16.39
T14191,S001,P018,C1808,2022-03-26,2,11.06,0.0,22.12
T14192,S002,P020,C0382,2024-02-11,1,17.59,0.0,17.59
T14193,S005,P007,,2024-10-24,1,18.59,0.0,18.59
T14194,S009,P016,,2024-06-10,1,9.81,0.0,9.81
T14195,S015,P008,,2024-12-25,2,17.81,0.0,35.62
T14196,S013,P002,,2024-12-08,1,11.78,0.0,11.78
T14197,S007,P003,C1570,2023-05-13,2,14.37,0.0,28.74
T14198,S015,P020,,2024-12-28,2,18.16,0.0,36.32
T14199,S013,P002,C1660,2024-11-16,1,11.84,0.0,11.84
T14200,S002,P017,C1311,2022-12-05,1,12.23,0.05,11.62
T14201,S015,P025,C1869,2024-12-30,1,23.83,0.0,23.83
T14202,S010,P024,,2023-08-15,2,19.01,0.0,38.02
T14203,S009,P003,C1386,2024-09-13,1,13.38,0.0,13.38
T14204,S012,P021,C0483,2024-12-25,1,12.97,0.1,11.67
T14205,S012,P006,C0687,2024-12-18,1,10.35,0.0,10.35
T14206,S007,P016,C1156,2024-09-07,1,10.19,0.0,10.19
T14207,S013,P005,C1684,2024-10-14,3,16.49,0.0,49.47
T14208,S003,P030,C1191,2023-02-10,2,51.35,0.0,102.7
T14209,S009,P009,C1961,2024-04-10,1,18.54,0.0,18.54
T14210,S013,P018,C1231,2024-08-20,3,11.22,0.0,33.66
T14211,S012,P007,C0333,2024-11-15,1,17.39,0.0,17.39
T14212,S001,P004,C0083,2024-08-14,1,14.31,0.0,14.31
T14213,S007,P010,C0673,2024-05-29,1,15.59,0.0,15.59
T14214,S010,P008,C1915,2023-05-19,1,16.68,0.0,16.68
T14215,S015,P009,C0386,2024-12-30,2,19.42,0.1,34.96
T14216,S015,P004,C1706,2024-12-26,1,14.4,0.1,12.96
T14217,S010,P023,C0423,2024-08-17,1,22.32,0.0,22.32
T14218,S004,P017,C1535,2023-12-11,1,12.14,0.1,10.93
T14219,S008,P025,C0117,2024-01-17,1,25.61,0.1,23.05
T14220,S003,P030,C0808,2022-08-21,1,51.37,0.0,51.37
T14221,S014,P007,C1763,2024-06-27,1,18.87,0.0,18.87
T14222,S009,P012,C1498,2024-04-04,1,10.45,0.05,9.93
T14223,S004,P006,C0093,2023-11-08,1,10.08,0.0,10.08
T14224,S011,P002,C1171,2024-11-25,1,12.53,0.1,11.28
T14225,S010,P010,,2023-04-03,1,16.17,0.0,16.17
T14226,S007,P012,C0001,2024-12-28,1,10.25,0.05,9.74
T14227,S007,P003,C0003,2024-08-12,1,14.35,0.0,14.35
T14228,S002,P021,C1770,2024-12-15,1,13.08,0.0,13.08
T14229,S002,P015,C1554,2023-10-06,1,13.3,0.0,13.3
T14230,S013,P020,,2024-08-12,1,18.37,0.0,18.37
T14231,S003,P003,C0213,2024-05-14,2,13.99,0.0,27.98
T14232,S014,P026,C0676,2024-05-20,3,26.63,0.0,79.89
T14233,S006,P010,C1015,2023-11-14,1,15.75,0.05,14.96
T14234,S015,P023,C0848,2024-12-28,1,21.45,0.0,21.45
T14235,S015,P020,C0746,2024-12-25,1,17.63,0.0,17.63
T14236,S013,P019,C0208,2024-11-22,2,14.12,0.0,28.24
T14237,S009,P001,C1581,2023-12-29,2,8.34,0.0,16.68
T14238,S015,P021,C1156,2024-12-27,1,13.6,0.0,13.6
T14239,S003,P003,C0537,2024-05-02,1,13.39,0.0,13.39
T14240,S007,P025,C1687,2023-04-23,2,24.13,0.15,41.02
T14241,S005,P020,,2023-10-16,1,17.28,0.0,17.28
T14242,S015,P023,C0457,2024-12-27,1,22.44,0.0,22.44
T14243,S011,P007,C1383,2024-11-08,1,17.75,0.05,16.86
T14244,S010,P012,C0731,2024-01-22,1,10.19,0.0,10.19
T14245,S001,P006,,2022-08-27,1,10.25,0.0,10.25
T14246,S008,P018,C0249,2024-01-17,1,11.02,0.0,11.02
T14247,S007,P020,C1720,2024-01-12,1,17.75,0.0,17.75
T14248,S009,P012,,2024-10-12,3,10.12,0.0,30.36
T14249,S008,P024,,2024-05-09,1,19.26,0.0,19.26
T14250,S010,P016,C0353,2023-11-17,1,9.87,0.0,9.87
T14251,S009,P022,C0690,2023-12-05,1,15.34,0.05,14.57
T14252,S011,P016,,2024-12-06,3,10.46,0.0,31.38
T14253,S013,P021,C0565,2024-12-14,1,12.53,0.0,12.53
T14254,S011,P003,C0379,2024-11-20,1,14.45,0.0,14.45
T14255,S009,P011,C0231,2024-08-02,1,10.47,0.0,10.47
T14256,S004,P012,C0707,2023-03-04,1,9.66,0.0,9.66
T14257,S003,P007,C0467,2024-01-26,1,17.44,0.0,17.44
T14258,S007,P026,C1896,2023-01-03,1,27.31,0.0,27.31
T14259,S015,P025,,2024-12-26,1,24.93,0.0,24.93
T14260,S004,P003,C0323,2023-01-31,1,14.51,0.0,14.51
T14261,S013,P015,C0486,2024-07-17,1,12.4,0.0,12.4
T14262,S006,P004,C0708,2023-08-12,1,14.84,0.0,14.84
T14263,S014,P002,C0146,2024-10-28,1,11.87,0.0,11.87
T14264,S005,P007,C0569,2023-05-14,1,17.82,0.15,15.15
T14265,S014,P018,C1702,2024-08-02,2,11.42,0.0,22.84
T14266,S002,P026,C1675,2022-10-13,3,26.18,0.0,78.54
T14267,S015,P019,C1964,2024-12-27,1,13.32,0.0,13.32
T14268,S009,P010,C1835,2024-07-06,1,15.5,0.0,15.5
T14269,S011,P014,C1698,2024-11-28,2,12.12,0.1,21.82
